Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization
EG10468	b0972	1032139	1033257	HYAA-MONOMER	WELL-CHARACTERIZED
G6345	b0619	652235	653893	PHOSPHO-DPIB // G6345-MONOMER	WELL-CHARACTERIZED
EG11644	b1536	1624105	1624497	EG11644-MONOMER	PARTIAL
EG11080	b0028	25826	26275	EG11080-MONOMER	WELL-CHARACTERIZED
G0-9383	b4763	686681	686843	RNA0-124	WELL-CHARACTERIZED
G6494	b0959	1021138	1021767	G6494-MONOMER	PARTIAL
EG10463	b0161	180884	182308	EG10463-MONOMER	WELL-CHARACTERIZED
EG11589	b3991	4191865	4192635	THIG-MONOMER	WELL-CHARACTERIZED
G0-10737	b4707	4019978	4020229	RNA0-372	PARTIAL
EG11408	b1190	1238879	1239949	ALARACECAT-MONOMER	WELL-CHARACTERIZED
EG10780	b1308	1369689	1370003	EG10780-MONOMER	WELL-CHARACTERIZED
EG10183	b2422	2539717	2540814	CYSA-MONOMER	WELL-CHARACTERIZED
EG11942	b4067	4283253	4284902	YJCG-MONOMER	WELL-CHARACTERIZED
G6705	b1383	1445880	1446206	G6705-MONOMER	UNCHARACTERIZED
EG12168	b0401	419591	420910	BRNQ-MONOMER	WELL-CHARACTERIZED
EG10109	b0311	325577	327247	CHD-MONOMER	WELL-CHARACTERIZED
G0-10699	b4719	1996921	1997057	RNA0-361	WELL-CHARACTERIZED
EG12321	b0128	143702	144472	YADH-MONOMER	PARTIAL
EG10115	b3722	3903720	3905597	BGLF-MONOMER	WELL-CHARACTERIZED
EG10691	b0052	52427	53416	PDXA-MONOMER	WELL-CHARACTERIZED
EG10481	b2718	2843036	2843446	EG10481-MONOMER	PARTIAL
EG11962	b3604	3779054	3779830	EG11962-MONOMER	WELL-CHARACTERIZED
G7798	b3777	3960012	3960460	G7798-MONOMER	
EG11529	b3933	4122380	4123339	EG11529-MONOMER	PARTIAL
G6985	b1799	1880886	1881809	G6985-MONOMER	WELL-CHARACTERIZED
EG11033	b0170	190857	191708	EG11033-MONOMER	PARTIAL
EG10128	b1709	1792809	1793558	BTUD-MONOMER	WELL-CHARACTERIZED
EG11260	b3765	3948449	3949969	EG11260-MONOMER	PARTIAL
G6923	b1700	1782681	1782974	G6923-MONOMER	UNCHARACTERIZED
G6295	b0539	566098	566361	G6295-MONOMER	
EG12363	b3043	3185414	3185965	EG12363-MONOMER	PARTIAL
EG20080	b2976	3121634	3123805	MALSYNG-MONOMER	WELL-CHARACTERIZED
EG12265	b3538	3698214	3699893	EG12265-MONOMER	PARTIAL
EG10444	b2024	2095125	2095862	PRIBFAICARPISOM-MONOMER	WELL-CHARACTERIZED
EG11104	b0591	622300	623550	YBDA-MONOMER	WELL-CHARACTERIZED
G6783	b1489	1563334	1565733	G6783-MONOMER	WELL-CHARACTERIZED
EG11015	b3919	4110740	4111507	TPI-MONOMER	WELL-CHARACTERIZED
G6712	b1391	1455925	1456422	G6712-MONOMER	PARTIAL
G7012	b1839	1923365	1923706	G7012-MONOMER	UNCHARACTERIZED
G6660	b1324	1388305	1388811	G6660-MONOMER	WELL-CHARACTERIZED
G0-16666	b4650	3768639	3768890	G0-16666-MONOMER	
G6595	b1151	1205731	1206204	G6595-MONOMER	UNCHARACTERIZED
EG11438	b1087	1146011	1146595	EG11438-MONOMER	PARTIAL
EG11340	b3630	3805153	3805950	EG11340-MONOMER	WELL-CHARACTERIZED
EG10039	b1982	2055061	2056515	AMP-NUCLEOSID-MONOMER	WELL-CHARACTERIZED
G7186	b2292	2409520	2411352	G7186-MONOMER	PARTIAL
EG11686	b3657	3834547	3835929	YICJ-MONOMER	PARTIAL
G6176	b0306	321608	322327	G6176-MONOMER	PARTIAL
EG11831	b3859	4042415	4043401	EG11831-MONOMER	WELL-CHARACTERIZED
G7071	b1987	2059964	2060914	G7071-MONOMER	PARTIAL
G7829	b4127	4352085	4352357	G7829-MONOMER	PARTIAL
EG11202	b3812	3997183	3997899	EG11202-MONOMER	WELL-CHARACTERIZED
EG11522	b0702	733776	734102	EG11522-MONOMER	UNCHARACTERIZED
G7847	b4182	4410553	4411251	G7847-MONOMER	UNCHARACTERIZED
EG11047	b3453	3591009	3592325	UGPB-MONOMER	WELL-CHARACTERIZED
EG10002	b0764	795862	796551	MODB-MONOMER	WELL-CHARACTERIZED
G7597	b3074	3220915	3221247	G7597-MONOMER	PARTIAL
G7472	b2852	2992094	2993470	G7472-MONOMER	PARTIAL
EG10252	b3076	3222633	3225725	EG10252-MONOMER	PARTIAL
G6464	b0890	933224	937213	G6464-MONOMER	WELL-CHARACTERIZED
G7303	b2486	2606917	2608497	MONOMER0-143	PARTIAL
G0-16669	b4653	3836425	3836556		
EG12101	b3408	3540163	3540390	EG12101-MONOMER	PARTIAL
EG10282	b2925	3070165	3071244	FRUCTBISALD-CLASSII-MONOMER	WELL-CHARACTERIZED
EG10383	b3870	4056625	4058034	ADENYLYL-GS // GLUTAMINESYN-MONOMER	WELL-CHARACTERIZED
EG10663	b1740	1822458	1823285	NAD-SYNTH-MONOMER	WELL-CHARACTERIZED
G6570	b1112	1169073	1169330	G6570-MONOMER	PARTIAL
EG10672	b3405	3535865	3536584	PHOSPHO-OMPR-MONOMER // OMPR-MONOMER	WELL-CHARACTERIZED
EG10400	b3423	3559848	3560605	PD03576	
EG12080	b2698	2822139	2822639	EG12080-MONOMER	WELL-CHARACTERIZED
G0-8872	b4451	3580922	3581016	SRAI-RNA	WELL-CHARACTERIZED
EG11845	b3880	4070515	4071756	EG11845-MONOMER	WELL-CHARACTERIZED
EG10199	b4747	3781864	3782256		
G0-16640	b4715	4563668	4563925	MONOMER0-4349	UNCHARACTERIZED
G7694	b3263	3412621	3412800	G7694-MONOMER	UNCHARACTERIZED
G7739	b3395	3521972	3522751	G7739-MONOMER	PARTIAL
G6898	b1670	1749563	1750348	G6898-MONOMER	PARTIAL
G6454	b0869	906852	908282	G6454-MONOMER	PARTIAL
EG11197	b3705	3885076	3886722	YIDC	WELL-CHARACTERIZED
EG12289	b3585	3751992	3752966	EG12289-MONOMER	PARTIAL
EG11790	b2050	2124523	2125746	EG11790-MONOMER	WELL-CHARACTERIZED
EG12167	b0921	973537	974322	EG12167-MONOMER	WELL-CHARACTERIZED
EG10130	b1270	1327767	1328357	COBALADENOSYLTRANS-MONOMER	PARTIAL
EG10729	b0241	259045	260100	MONOMER0-282	PARTIAL
G6259	b0483	508218	508559	G6259-MONOMER	PARTIAL
EG10507	b0537	564815	565978	EG10507-MONOMER	PARTIAL
EG13283	b2367	2480638	2482176	EMRY-MONOMER	WELL-CHARACTERIZED
G7575	b3025	3169828	3170487	MONOMER0-2741 // G7575-MONOMER	PARTIAL
EG10957	b4063	4277469	4277933	PD04132	WELL-CHARACTERIZED
G6487	b0947	1006491	1007600	G6487-MONOMER	WELL-CHARACTERIZED
G7689	b3244	3390583	3392028	G7689-MONOMER	WELL-CHARACTERIZED
G7334	b2540	2670908	2671228	HCAC-MONOMER	WELL-CHARACTERIZED
EG10543	b0116	127912	129336	E3-MONOMER	WELL-CHARACTERIZED
G7262	b2427	2544752	2545609	G7262-MONOMER	WELL-CHARACTERIZED
G0-10649	b4676	1878773	1878871	MONOMER0-2876	UNCHARACTERIZED
G0-8898		1230629	1230707		
G6527	b1018	1082243	1083370	G6527-MONOMER	PARTIAL
EG11973	b0140	155461	156201	EG11973-MONOMER	PARTIAL
G7871	b4216	4438708	4439262	G7871-MONOMER	UNCHARACTERIZED
EG11409	b0915	968366	969352	TETRAACYLDISACC4KIN-MONOMER	WELL-CHARACTERIZED
EG12693	b1813	1896170	1896748	EG12693-MONOMER	PARTIAL
EG11707	b3680	3860283	3861176	EG11707-MONOMER	PARTIAL
G0-10453	b4535	1805165	1805272	MONOMER0-2675	UNCHARACTERIZED
EG10994	b1238	1293527	1294144	TDK-MONOMER	WELL-CHARACTERIZED
EG10227	b1575	1649609	1649797	EG10227-MONOMER	PARTIAL
EG10313	b4318	4547742	4548272	EG10313-MONOMER	PARTIAL
EG10262	b0583	609459	610079	ENTD-MONOMER	WELL-CHARACTERIZED
G6116	b0232	252005	252298	G6116-MONOMER	PARTIAL
EG10406	b3653	3827460	3828665	GLTS-MONOMER	WELL-CHARACTERIZED
G7714	b3345	3475332	3475718	G7714-MONOMER	WELL-CHARACTERIZED
G6938	b1742	1824362	1824937	G6938-MONOMER	PARTIAL
G7084	b2004	2077112	2077480	G7084-MONOMER	WELL-CHARACTERIZED
EG11701	b2066	2142307	2142948	UDK-MONOMER	WELL-CHARACTERIZED
EG11669	b2221	2323447	2324109	ATOD-MONOMER	WELL-CHARACTERIZED
G0-8891	b4595	1308788	1308961	MONOMER0-765	UNCHARACTERIZED
EG10072	b2310	2427009	2427791	ARGT-MONOMER	PARTIAL
G7220	b2351	2468214	2469134	G7220-MONOMER	PARTIAL
G6434	b0834	875335	876663	G6434-MONOMER	PARTIAL
EG10224	b4042	4256637	4257005	DIACYLGLYKIN-MONOMER	WELL-CHARACTERIZED
G7362	b2627	2761351	2763540	G7362-MONOMER	PARTIAL
G0-9385	b4761	2640595	2640686	RNA0-126	PARTIAL
EG11909	b3950	4143624	4143944	FRWB-MONOMER	PARTIAL
EG11631	b0856	896134	897087	POTH-MONOMER	WELL-CHARACTERIZED
EG12495	b4195	4421708	4422172	YJFU-MONOMER	WELL-CHARACTERIZED
EG12031	b2163	2255355	2256014	EG12031-MONOMER	PARTIAL
EG10660	b2234	2344865	2347150	NRDA-MONOMER	WELL-CHARACTERIZED
G6565	b1105	1162638	1163279	G6565-MONOMER	WELL-CHARACTERIZED
EG10842	b3906	4098646	4099494	PD00222	WELL-CHARACTERIZED
G7593	b3070	3215727	3216491	G7593-MONOMER	WELL-CHARACTERIZED
EG10146	b1888	1973360	1975324	PROTEIN-CHEA // CHEA-SMALL	WELL-CHARACTERIZED
EG11580	b0800	835248	836210	EG11580-MONOMER	PARTIAL
G7557	b4658	3146856	3147691	G7557-MONOMER	
EG11760	b1457	1529922	1530404	EG11760-MONOMER	UNCHARACTERIZED
G7670	b3216	3362807	3365188	G7670-MONOMER	PARTIAL
EG12097	b2593	2734303	2735034	EG12097-MONOMER	WELL-CHARACTERIZED
EG11157	b2840	2979943	2980635	EG11157-MONOMER	PARTIAL
G6728	b1409	1478226	1479122	G6728-MONOMER	PARTIAL
EG10675	b1244	1302899	1303819	OPPB-MONOMER	WELL-CHARACTERIZED
EG10725	b4092	4314344	4315102	EG10725-MONOMER	WELL-CHARACTERIZED
EG10754	b0871	909331	911049	PYRUVOXID-MONOMER	WELL-CHARACTERIZED
G7458	b2817	2947757	2949010	G7458-MONOMER	WELL-CHARACTERIZED
EG10900	b0911	961995	963668	EG10900-MONOMER	WELL-CHARACTERIZED
EG30008	b3853	4037260	4037335	charged-alaT-tRNA // alaT-tRNA	WELL-CHARACTERIZED
EG11876	b3922	4112967	4113266	EG11876-MONOMER	UNCHARACTERIZED
G6245	b0444	464852	465547	G6245-MONOMER	WELL-CHARACTERIZED
G0-10202		3853118	3853192		
EG11068	b1960	2030448	2030918	EG11068-MONOMER	WELL-CHARACTERIZED
G6573	b1116	1175427	1176626	YCFU-MONOMER	WELL-CHARACTERIZED
EG10442	b1508	1592176	1592442	EG10442-MONOMER	WELL-CHARACTERIZED
G6355	b0648	679508	680215	G6355-MONOMER	UNCHARACTERIZED
G7347	b2570	2707322	2707801	G7347-MONOMER	WELL-CHARACTERIZED
G0-9541	b4487	4313868	4314197	MONOMER0-1541	UNCHARACTERIZED
EG12099	b4147	4375699	4376265	MONOMER0-4200 // EG12099-MONOMER	WELL-CHARACTERIZED
G6926	b4494	1803094	1804993	G6926-MONOMER	
EG10095	b4139	4366891	4368327	ASPARTASE-MONOMER	WELL-CHARACTERIZED
G7594	b3071	3216779	3217402	G7594-MONOMER	WELL-CHARACTERIZED
G7940	b4347	4579499	4579840	G7940-MONOMER	WELL-CHARACTERIZED
G7672	b3218	3365702	3366682	MONOMER0-4240	PARTIAL
EG10866	b3320	3452297	3452926	EG10866-MONOMER	WELL-CHARACTERIZED
EG10777	b1305	1368801	1369025	EG10777-MONOMER	WELL-CHARACTERIZED
G7478	b2858	2995314	2996020	G7478-MONOMER	
G6934	b1729	1810934	1812325	G6934-MONOMER	WELL-CHARACTERIZED
EG30070	b3855	4040517	4040636	RRFA-RRNA	WELL-CHARACTERIZED
EG30094	b1975	2043468	2043557	serU-tRNA	WELL-CHARACTERIZED
EG12016	b2135	2225044	2225631	EG12016-MONOMER	UNCHARACTERIZED
G7092	b2030	2101895	2102875	MONOMER0-4237	PARTIAL
G6719	b1398	1462125	1463438	G6719-MONOMER	WELL-CHARACTERIZED
G6775	b1478	1552828	1553838	ADHP-MONOMER	WELL-CHARACTERIZED
G7289	b2459	2573502	2574305	G7289-MONOMER	PARTIAL
EG12844	b2017	2089462	2089713	EG12844-MONOMER	WELL-CHARACTERIZED
G6209	b0357	379606	379881	G6209-MONOMER	WELL-CHARACTERIZED
EG11645	b1537	1624773	1625291	EG11645-MONOMER	UNCHARACTERIZED
G7200	b2325	2443891	2444169	G7200-MONOMER	UNCHARACTERIZED
G6943	b1747	1829731	1830765	ARGSUCCTRAN-MONOMER	WELL-CHARACTERIZED
EG10521	b0047	47769	49631	KEFC-MONOMER	WELL-CHARACTERIZED
G0-10462	b4546	2527941	2528159	MONOMER0-2684	UNCHARACTERIZED
EG11196	b3698	3877067	3877465	EG11196-MONOMER	UNCHARACTERIZED
G7827	b4125	4350031	4351662	PHOSPHO-DCUS-MONOMER // DCUS-MONOMER	WELL-CHARACTERIZED
EG12705	b2958	3100904	3101623	EG12705-MONOMER	UNCHARACTERIZED
EG10821	b2217	2316177	2316827	MONOMER0-4556 // PHOSPHO-RCSB // RCSB-MONOMER	WELL-CHARACTERIZED
G7286	b2456	2571763	2572050	G7286-MONOMER	PARTIAL
EG10732	b1129	1188316	1189776	PHOQ-MONOMER	WELL-CHARACTERIZED
G6386	b0717	748979	749707	G6386-MONOMER	PARTIAL
EG11951	b4078	4296436	4297125	EG11951-MONOMER	UNCHARACTERIZED
EG10490	b2916	3059753	3060646	EG10490-MONOMER	WELL-CHARACTERIZED
EG12089	b2281	2395908	2396450	NUOI-MONOMER	WELL-CHARACTERIZED
EG11796	b4386	4623101	4624117	EG11796-MONOMER	WELL-CHARACTERIZED
EG10794	b2312	2428721	2430238	PRPPAMIDOTRANS-MONOMER	WELL-CHARACTERIZED
EG11445	b2918	3062987	3063982	EG11445-MONOMER	PARTIAL
G7832	b4140	4368664	4369140	G7832-MONOMER	UNCHARACTERIZED
G7082	b2002	2076308	2076754	G7082-MONOMER	UNCHARACTERIZED
EG11000	b0004	3734	5020	THRESYN-MONOMER	WELL-CHARACTERIZED
EG10092	b0674	697513	699177	ASNSYNB-MONOMER	WELL-CHARACTERIZED
G0-10591	b4596	1344436	1344609	MONOMER0-2820	UNCHARACTERIZED
EG10191	b2764	2890099	2891898	ALPHACOMP-MONOMER	WELL-CHARACTERIZED
EG11279	b4246	4472399	4472533	EG11279-MONOMER	PARTIAL
G6841	b1583	1655808	1656149	G6841-MONOMER	UNCHARACTERIZED
EG11914	b3955	4148532	4150265	EG11914-MONOMER	WELL-CHARACTERIZED
G6189	b0324	341125	342507	G6189-MONOMER	UNCHARACTERIZED
G6835	b1568	1647346	1647636	G6835-MONOMER	UNCHARACTERIZED
EG11361	b2064	2139759	2141612	EG11361-MONOMER	PARTIAL
G7293	b2463	2576098	2578377	MALIC-NADP-MONOMER	WELL-CHARACTERIZED
G6577	b1120	1179520	1180359	MONOMER0-4534 // G6577-MONOMER	WELL-CHARACTERIZED
G0-10605	b4615	3769345	3769680	MONOMER0-2827	UNCHARACTERIZED
EG30047	b4369	4606200	4606286	leuP-tRNA	WELL-CHARACTERIZED
EG10786	b2821	2955996	2958884	EG10786-MONOMER	WELL-CHARACTERIZED
G6682	b1358	1420684	1421106	G6682-MONOMER	PARTIAL
EG11454	b3789	3973608	3974489	DTDPGLUCOSEPP2-MONOMER	WELL-CHARACTERIZED
G7405	b2682	2809617	2810354	G7405-MONOMER	WELL-CHARACTERIZED
G0-10434	b4506	312374	312514	MONOMER0-2656	WELL-CHARACTERIZED
EG10138	b3918	4109930	4110685	CDPDIGLYPYPHOSPHA-MONOMER	WELL-CHARACTERIZED
G6903	b1675	1754932	1755141	G6903-MONOMER	WELL-CHARACTERIZED
G6493	b0955	1016539	1018299	G6493-MONOMER	PARTIAL
EG12311	b2524	2656536	2656736	EG12311-MONOMER	WELL-CHARACTERIZED
EG12094	b0069	75644	77299	EG12094-MONOMER	WELL-CHARACTERIZED
G6848	b1590	1663609	1664463	G6848-MONOMER	PARTIAL
G7833	b4141	4369156	4370412	B4141-MONOMER	WELL-CHARACTERIZED
EG10462	b1829	1911695	1912576	EG10462-MONOMER	WELL-CHARACTERIZED
EG11182	b3356	3485414	3485818	EG11182-MONOMER	UNCHARACTERIZED
G0-10452	b4533	1636756	1636989	MONOMER0-2674	UNCHARACTERIZED
G6827	b1554	1639524	1640057	G6827-MONOMER	PARTIAL
EG10374	b3447	3585081	3586823	MONOMER0-4195 // MONOMER0-4196 // EG10374-MONOMER	WELL-CHARACTERIZED
EG10201	b0632	662752	663963	EG10201-MONOMER	WELL-CHARACTERIZED
G6459	b0876	916473	918131	G6459-MONOMER	UNCHARACTERIZED
G0-17026	b4780	2470497	2470643	MONOMER0-4492	PARTIAL
G6857	b1599	1672820	1673149	B1599-MONOMER	WELL-CHARACTERIZED
G7669	b3211	3353121	3354050	G7669-MONOMER	PARTIAL
G0-41	b4410	4376317	4376442	MONOMER0-1562	PARTIAL
G7076	b1996	2068952	2069857	MONOMER0-4446	UNCHARACTERIZED
G0-10449	b4528	1423400	1423585	MONOMER0-2671	PARTIAL
EG10238	b0184	205126	208608	EG10238-MONOMER	WELL-CHARACTERIZED
EG10460	b4348	4580068	4581462	EG10460-MONOMER	WELL-CHARACTERIZED
EG11780	b4696	1592665	1598086	EG11780-MONOMER	
G6184	b0319	335925	336788	G6184-MONOMER	UNCHARACTERIZED
EG10572	b2781	2909894	2910685	EG10572-MONOMER	WELL-CHARACTERIZED
EG10937	b3609	3783661	3784128	SECB	WELL-CHARACTERIZED
G0-9941	b4577	77367	77593	RNA0-241	WELL-CHARACTERIZED
EG10502	b3670	3850802	3851092	SMALLILVN-MONOMER	WELL-CHARACTERIZED
G6874	b1630	1709142	1710200	G6874-MONOMER	WELL-CHARACTERIZED
G36	b3081	3231665	3233683	DIENOYLCOAREDUCT-MONOMER	WELL-CHARACTERIZED
EG10308	b4314	4543115	4543663	EG10308-MONOMER	PARTIAL
EG11732	b3754	3939185	3940612	YIEO-MONOMER	PARTIAL
EG10263	b0594	626070	627680	ENTE-MONOMER	WELL-CHARACTERIZED
EG12214	b3468	3605751	3606377	EG12214-MONOMER	UNCHARACTERIZED
G7476	b2856	2994937	2995092	G7476-MONOMER	
EG12140	b1659	1738866	1739798	EG12140-MONOMER	WELL-CHARACTERIZED
G7034	b1903	1987444	1987782		
EG10547	b0889	932595	933089	PD00353	WELL-CHARACTERIZED
G7692	b3254	3404516	3404617		
G7469	b2849	2989935	2990360	G7469-MONOMER	UNCHARACTERIZED
EG10501	b3769	3952201	3952464	SMALLILVM-MONOMER	WELL-CHARACTERIZED
EG30050	b3174	3322072	3322158	leuU-tRNA	WELL-CHARACTERIZED
G6765	b1454	1526247	1526864	G6765-MONOMER	PARTIAL
G0-16696		4326105	4326181	RNA0-395	UNCHARACTERIZED
G6237	b0420	438315	440177	DXS-MONOMER	WELL-CHARACTERIZED
EG30068	b3799	3982735	3982811	proM-tRNA	WELL-CHARACTERIZED
EG10926	b2011	2082756	2084183	EG10926-MONOMER	WELL-CHARACTERIZED
G6408	b0791	824630	825040	G6408-MONOMER	UNCHARACTERIZED
G0-10617	b4662	77388	77519	MONOMER0-2842	WELL-CHARACTERIZED
EG10819	b3753	3938227	3939219	PD03867	WELL-CHARACTERIZED
EG10062	b3210	3350689	3353025	PHOSPHO-ARCB-HIS // PHOSPHO-ARCB-ASP // PHOSPHO-ARCB717 // ARCB-MONOMER	WELL-CHARACTERIZED
EG10121	b0776	810381	811535	7KAPSYN-MONOMER	WELL-CHARACTERIZED
G7640	b3145	3291341	3292432	G7640-MONOMER	PARTIAL
EG11505	b1842	1925108	1925338	EG11505-MONOMER	WELL-CHARACTERIZED
G6380	b0711	743593	744249	G6380-MONOMER	PARTIAL
EG11181	b3337	3466797	3466991	EG11181-MONOMER	PARTIAL
EG10229	b2321	2437950	2438945	EG10229-MONOMER	PARTIAL
EG11001	b1719	1800642	1802570	THRS-MONOMER	WELL-CHARACTERIZED
EG11815	b0996	1058084	1059256	EG11815-MONOMER	WELL-CHARACTERIZED
G0-10546		4498272	4499500	MONOMER0-4259	PARTIAL
EG10078	b2601	2740080	2741150	AROF-MONOMER	WELL-CHARACTERIZED
G6511	b0990	1051461	1051673	G6511-MONOMER	PARTIAL
EG12003	b2122	2209100	2210944	EG12003-MONOMER	UNCHARACTERIZED
G6990	b1806	1889951	1890532	G6990-MONOMER	UNCHARACTERIZED
EG11096	b0407	427287	427619	EG11096-MONOMER	WELL-CHARACTERIZED
G6747	b1436	1508834	1509064	G6747-MONOMER	UNCHARACTERIZED
EG10723	b4094	4315525	4316082	EG10723-MONOMER	WELL-CHARACTERIZED
EG10940	b0409	429505	430476	SECF	WELL-CHARACTERIZED
EG12754	b3110	3256679	3258010	YHAO-MONOMER	WELL-CHARACTERIZED
G7062	b1974	2042368	2042898	G7062-MONOMER	PARTIAL
EG11357	b0799	833070	835220	EG11357-MONOMER	WELL-CHARACTERIZED
G6208	b0355	377535	378368	G6208-MONOMER	WELL-CHARACTERIZED
G6825	b1552	1638455	1638667	G6825-MONOMER	PARTIAL
G6936	b1731	1813421	1813663	G6936-MONOMER	WELL-CHARACTERIZED
G6497	b0963	1026557	1027015	METHGLYSYN-MONOMER	WELL-CHARACTERIZED
G6810	b1524	1612325	1613251	G6810-MONOMER	WELL-CHARACTERIZED
G7221	b2352	2469131	2470462	G7221-MONOMER	PARTIAL
EG10848	b0700	729583	733776	EG10848-MONOMER	UNCHARACTERIZED
EG12369	b1769	1852621	1853979	YDJE-MONOMER	PARTIAL
EG10435	b4175	4403300	4404304	EG10435-MONOMER	WELL-CHARACTERIZED
G7802	b3808	3993850	3994335	G7802-MONOMER	UNCHARACTERIZED
G6971	b1785	1870385	1871860	G6971-MONOMER	PARTIAL
EG12029	b2161	2252895	2254145	YEIJ-MONOMER	PARTIAL
G7663	b3198	3342273	3342839	G7663-MONOMER	PARTIAL
EG11205	b3972	4172057	4173085	UDPNACETYLMURAMATEDEHYDROG-MONOMER	WELL-CHARACTERIZED
G6379	b0710	742827	743570	G6379-MONOMER	WELL-CHARACTERIZED
EG11696	b3676	3855960	3856307	EG11696-MONOMER	PARTIAL
EG12294	b3610	3784191	3784442	OX-GLUTAREDOXIN-C // GRXC-MONOMER	WELL-CHARACTERIZED
G7319	b2511	2635884	2637356	G7319-MONOMER	WELL-CHARACTERIZED
G6388	b0725	758464	758724		
EG11830	b3858	4042069	4042338	EG11830-MONOMER	UNCHARACTERIZED
G6409	b0792	825002	826108	YBHR-MONOMER	WELL-CHARACTERIZED
EG11873	b3915	4106469	4107371	YIIP-MONOMER	WELL-CHARACTERIZED
EG10852	b0852	891967	892869	EG10852-MONOMER	WELL-CHARACTERIZED
EG30099	b2911	3055983	3056165	6S-RNA	PARTIAL
EG10974	b2707	2829047	2829820	PD00283	PARTIAL
G7804	b3830	4015354	4016169	G7804-MONOMER	PARTIAL
G0-16637	b4710	257923	258426	MONOMER0-4345	PARTIAL
G0-17043	b4797	3838642	3838701	MONOMER0-4511	UNCHARACTERIZED
G6560	b1068	1126806	1127729	G6560-MONOMER	PARTIAL
G7231	b2362	2475511	2475873	G7231-MONOMER	PARTIAL
G6154	b0283	297770	298726	G6154-MONOMER	PARTIAL
EG10829	b3652	3825210	3827291	EG10829-MONOMER	WELL-CHARACTERIZED
EG11415	b0812	848408	848911	EG11415-MONOMER	WELL-CHARACTERIZED
G0-10594	b4602	1737456	1737545	MONOMER0-2822	PARTIAL
G7561	b3004	3150722	3150967		
EG10815	b3751	3936278	3937168	RBSB-MONOMER	WELL-CHARACTERIZED
G6363	b0660	692338	693378	G6363-MONOMER	UNCHARACTERIZED
EG12400	b1663	1743457	1744830	YDHE-MONOMER	WELL-CHARACTERIZED
EG10651	b2159	2250840	2251697	EG10651-MONOMER	WELL-CHARACTERIZED
EG10779	b1307	1369393	1369614	EG10779-MONOMER	PARTIAL
EG12623	b0478	501562	503238	YBAL-MONOMER	PARTIAL
EG10627	b2961	3103013	3104065	EG10627-MONOMER	PARTIAL
G6213	b0361	381674	382579	G7480-MONOMER	UNCHARACTERIZED
G6221	b0370	389897	390115		
G0-16729	b4734	643330	643419	MONOMER0-4411	UNCHARACTERIZED
EG30019	b2692	2818059	2818135	argZ-tRNA	WELL-CHARACTERIZED
G0-8873	b4456	3986432	3986603	SRAJ-RNA	WELL-CHARACTERIZED
EG10613	b0914	966621	968369	EG10613-MONOMER	WELL-CHARACTERIZED
EG12861	b1915	1995818	1996042	EG12861-MONOMER	UNCHARACTERIZED
EG12320	b0127	142779	143705	YADG-MONOMER	PARTIAL
EG11486	b3792	3976278	3977528	EG11486-MONOMER	WELL-CHARACTERIZED
G7708	b3330	3461974	3462351	G7708-MONOMER	WELL-CHARACTERIZED
EG12662	b0653	685255	685929	GLTK-MONOMER	PARTIAL
G7513	b2900	3043312	3043623	G7513-MONOMER	WELL-CHARACTERIZED
G6556	b1059	1119468	1120586	SARCOX-MONOMER	WELL-CHARACTERIZED
EG10172	b1418	1490902	1491432	CYTOCHROME-B561-MONOMER	WELL-CHARACTERIZED
EG12009	b2128	2215745	2216476	YEHW-MONOMER	WELL-CHARACTERIZED
EG10385	b3868	4053869	4055278	PROTEIN-NRI	WELL-CHARACTERIZED
G0-10530		566842	568004	MONOMER0-4247	PARTIAL
EG11459	b3795	3980887	3982272	YIFK-MONOMER	WELL-CHARACTERIZED
G8208	b4499	2197410	2200269		
G7435	b2769	2894919	2895779	G7435-MONOMER	PARTIAL
EG11587	b3992	4192821	4193576	THIF-MONOMER	WELL-CHARACTERIZED
EG11244	b2922	3067340	3068080	EG11244-MONOMER	UNCHARACTERIZED
EG10438	b4172	4400288	4400596	EG10438-MONOMER	WELL-CHARACTERIZED
EG11510	b2501	2623044	2625110	PPK-MONOMER	WELL-CHARACTERIZED
G6782	b1488	1562495	1563076	G6782-MONOMER	PARTIAL
G6998	b1820	1904801	1905259	G6998-MONOMER	UNCHARACTERIZED
EG10789	b2416	2534066	2535793	PTSI-MONOMER	PARTIAL
G0-16689	b4724	1638256	1638444	MONOMER0-4394	UNCHARACTERIZED
G6675	b1344	1411013	1411948	G6675-MONOMER	WELL-CHARACTERIZED
G6663	b1327	1390933	1391853	G6663-MONOMER	PARTIAL
EG12415	b2093	2174282	2174566	GATB-MONOMER	WELL-CHARACTERIZED
EG11005	b3708	3888730	3890145	TRYPTOPHAN-MONOMER	WELL-CHARACTERIZED
EG11378	b1684	1764018	1764386	EG11378-MONOMER	WELL-CHARACTERIZED
EG10877	b3313	3448759	3449169	EG10877-MONOMER	WELL-CHARACTERIZED
G7350	b2584	2719953	2722613	G7350-MONOMER	WELL-CHARACTERIZED
EG10688	b3403	3532818	3534440	PEPCARBOXYKIN-MONOMER	WELL-CHARACTERIZED
EG11553	b3176	3322733	3324070	PHOSGLUCOSAMINEMUT-MONOMER	WELL-CHARACTERIZED
G6554	b1057	1118480	1119046	G6554-MONOMER	PARTIAL
G0-16636	b4759	1991748	1991814	RNA0-388	WELL-CHARACTERIZED
EG11687	b3659	3836953	3838137	B3659-MONOMER	PARTIAL
