Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization
fumD	b1675	1754932	1755141	fumarase D	WELL-CHARACTERIZED
ycbZ	b0955	1016539	1018299	putative ATP-dependent protease YcbZ	PARTIAL
iscX	b2524	2656536	2656736	accessory [Fe-S] cluster assembly protein IscX	WELL-CHARACTERIZED
sgrR	b0069	75644	77299	DNA-binding transcriptional dual regulator SgrR	WELL-CHARACTERIZED
ynfH	b1590	1663609	1664463	putative menaquinol dehydrogenase	PARTIAL
yjeH	b4141	4369156	4370412	L-methionine/branched chain amino acid exporter	WELL-CHARACTERIZED
htpX	b1829	1911695	1912576	protease HtpX	WELL-CHARACTERIZED
yhfA	b3356	3485414	3485818	OsmC family protein YhfA	UNCHARACTERIZED
ynfO	b4533	1636756	1636989	Qin prophage; DUF3950 domain-containing protein YnfO	UNCHARACTERIZED
rrrQ	b1554	1639524	1640057	Qin prophage; putative lysozyme	PARTIAL
ggt	b3447	3585081	3586823	glutathione hydrolase, small subunit // glutathione hydrolase, large subunit // glutathione hydrolase proenzyme	WELL-CHARACTERIZED
dacA	b0632	662752	663963	D-alanyl-D-alanine carboxypeptidase DacA	WELL-CHARACTERIZED
ybjD	b0876	916473	918131	DUF2813 domain-containing protein YbjD	UNCHARACTERIZED
yodE	b4780	2470497	2470643	CPS-53 (KpLE1) prophage; toxic protein YodE	PARTIAL
mdtI	b1599	1672820	1673149	multidrug/spermidine efflux pump membrane subunit MdtI	WELL-CHARACTERIZED
yhcC	b3211	3353121	3354050	radical SAM family oxidoreductase YhcC	PARTIAL
ecnA	b4410	4376317	4376442	entericidin A lipoprotein, antidote to entericidin B	PARTIAL
insD3	b1996	2068952	2069857	CP4-44 prophage; IS2 insertion element protein InsB	UNCHARACTERIZED
rzoR	b4528	1423400	1423585	Rac prophage; putative prophage outer membrane lipoprotein RzoR	PARTIAL
dnaE	b0184	205126	208608	DNA polymerase III subunit &alpha;	WELL-CHARACTERIZED
hsdS	b4348	4580068	4581462	type I restriction enzyme EcoKI specificity subunit	WELL-CHARACTERIZED
yneO	b4696	1592665	1598086	AIDA-I family autotransporter YneO	
yahE	b0319	335925	336788	DUF2877 domain-containing protein YahE	UNCHARACTERIZED
mazG	b2781	2909894	2910685	nucleoside triphosphate pyrophosphohydrolase	WELL-CHARACTERIZED
secB	b3609	3783661	3784128	protein export chaperone SecB	WELL-CHARACTERIZED
sgrS	b4577	77367	77593	small regulatory RNA SgrS	WELL-CHARACTERIZED
ilvN	b3670	3850802	3851092	acetohydroxy acid synthase I subunit IlvN	WELL-CHARACTERIZED
rsxD	b1630	1709142	1710200	SoxR [2Fe-2S] reducing system protein RsxD	WELL-CHARACTERIZED
fadH	b3081	3231665	3233683	2,4-dienoyl-CoA reductase	WELL-CHARACTERIZED
fimA	b4314	4543115	4543663	type 1 fimbriae major subunit	PARTIAL
hsrA	b3754	3939185	3940612	putative transporter HsrA	PARTIAL
entE	b0594	626070	627680	2,3-dihydroxybenzoate-AMP ligase	WELL-CHARACTERIZED
yhhN	b3468	3605751	3606377	PF07947 family protein YhhN	UNCHARACTERIZED
ygeL	b2856	2994937	2995092	protein YgeL	
punR	b1659	1738866	1739798	DNA-binding transcriptional activator PunR	WELL-CHARACTERIZED
b1903	b1903	1987444	1987782		
lrp	b0889	932595	933089	DNA-binding transcriptional dual regulator Lrp	WELL-CHARACTERIZED
b3254	b3254	3404516	3404617		
yqeK	b2849	2989935	2990360	protein YqeK	UNCHARACTERIZED
ilvM	b3769	3952201	3952464	acetolactate synthase II subunit IlvM	WELL-CHARACTERIZED
leuU	b3174	3322072	3322158	tRNA-Leu(GAG)	WELL-CHARACTERIZED
yncG	b1454	1526247	1526864	putative glutathione <i>S</i>-transferase YncG	PARTIAL
naRNA3		4326105	4326181	naRNA3	UNCHARACTERIZED
dxs	b0420	438315	440177	1-deoxy-D-xylulose-5-phosphate synthase	WELL-CHARACTERIZED
proM	b3799	3982735	3982811	tRNA-Pro(UGG)	WELL-CHARACTERIZED
sbcB	b2011	2082756	2084183	exodeoxyribonuclease I	WELL-CHARACTERIZED
ybhQ	b0791	824630	825040	inner membrane protein YbhQ	UNCHARACTERIZED
sgrT	b4662	77388	77519	PtsG glucose transporter inhibitor	WELL-CHARACTERIZED
rbsR	b3753	3938227	3939219	DNA-binding transcriptional dual regulator RbsR	WELL-CHARACTERIZED
arcB	b3210	3350689	3353025	ArcB-<i>N</i>-phospho-L-histidine-292 // ArcB-phospho-L-aspartate-576 // ArcB-<i>N</i>-phospho-L-histidine-717 // sensor histidine kinase ArcB	WELL-CHARACTERIZED
bioF	b0776	810381	811535	8-amino-7-oxononanoate synthase	WELL-CHARACTERIZED
yraK	b3145	3291341	3292432	putative fimbrial adhesin YraK	PARTIAL
holE	b1842	1925108	1925338	DNA polymerase III subunit &theta;	WELL-CHARACTERIZED
pxpB	b0711	743593	744249	5-oxoprolinase component B	PARTIAL
bfd	b3337	3466797	3466991	bacterioferritin-associated ferredoxin	PARTIAL
flk	b2321	2437950	2438945	putative flagella assembly protein	PARTIAL
thrS	b1719	1800642	1802570	threonine&mdash;tRNA ligase	WELL-CHARACTERIZED
torC	b0996	1058084	1059256	cytochrome <i>c</i> menaquinol dehydrogenase TorC	WELL-CHARACTERIZED
insCD6		4498272	4499500	IS2 element transposase InsAB'	PARTIAL
aroF	b2601	2740080	2741150	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive	WELL-CHARACTERIZED
cspG	b0990	1051461	1051673	cold shock protein CspG	PARTIAL
yehQ	b2122	2209100	2210944	SWIM zinc finger domains-containing protein YehQ	UNCHARACTERIZED
yeaY	b1806	1889951	1890532	Slp family lipoprotein YeaY	UNCHARACTERIZED
yajC	b0407	427287	427619	Sec translocon accessory complex subunit YajC	WELL-CHARACTERIZED
yncJ	b1436	1508834	1509064	DUF2554 domain-containing protein YncJ	UNCHARACTERIZED
phnN	b4094	4315525	4316082	ribose 1,5-bisphosphate phosphokinase	WELL-CHARACTERIZED
secF	b0409	429505	430476	Sec translocon accessory complex subunit SecF	WELL-CHARACTERIZED
cyuP	b3110	3256679	3258010	L-cysteine importer	WELL-CHARACTERIZED
yodB	b1974	2042368	2042898	putative cytochrome b561 YodB	PARTIAL
dinG	b0799	833070	835220	ATP-dependent DNA helicase DinG	WELL-CHARACTERIZED
frmB	b0355	377535	378368	<i>S</i>-formylglutathione hydrolase FrmB	WELL-CHARACTERIZED
cspI	b1552	1638455	1638667	Qin prophage; cold shock-like protein CspI	PARTIAL
cedA	b1731	1813421	1813663	cell division modulator	WELL-CHARACTERIZED
mgsA	b0963	1026557	1027015	methylglyoxal synthase	WELL-CHARACTERIZED
glsB	b1524	1612325	1613251	glutaminase 2	WELL-CHARACTERIZED
yfdI	b2352	2469131	2470462	CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI	PARTIAL
rhsC	b0700	729583	733776	rhs element protein RhsC	UNCHARACTERIZED
ydjE	b1769	1852621	1853979	putative transporter YdjE	PARTIAL
hflC	b4175	4403300	4404304	regulator of FtsH protease	WELL-CHARACTERIZED
yzcX	b3808	3993850	3994335	protein YzcX	UNCHARACTERIZED
cdgI	b1785	1870385	1871860	putative c-di-GMP binding protein CdgI	PARTIAL
nupX	b2161	2252895	2254145	putative nucleoside transporter	PARTIAL
kdsC	b3198	3342273	3342839	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase KdsC	PARTIAL
murB	b3972	4172057	4173085	UDP-<i>N</i>-acetylenolpyruvoylglucosamine reductase	WELL-CHARACTERIZED
ybgI	b0710	742827	743570	radiation resistance protein YbgI	WELL-CHARACTERIZED
yidH	b3676	3855960	3856307	DUF202 domain-containing inner membrane protein YidH	PARTIAL
grxC	b3610	3784191	3784442	oxidized glutaredoxin 3 // reduced glutaredoxin 3	WELL-CHARACTERIZED
der	b2511	2635884	2637356	50S ribosomal subunit stability factor	WELL-CHARACTERIZED
b0725	b0725	758464	758724		
yihD	b3858	4042069	4042338	DUF1040 domain-containing protein YihD	UNCHARACTERIZED
ybhR	b0792	825002	826108	ABC exporter membrane subunit YbhR	WELL-CHARACTERIZED
fieF	b3915	4106469	4107371	Zn<sup>2+</sup>/Fe<sup>2+</sup>/Cd<sup>2+</sup> exporter	WELL-CHARACTERIZED
rimK	b0852	891967	892869	ribosomal protein S6 modification protein	WELL-CHARACTERIZED
ssrS	b2911	3055983	3056165	6S RNA	PARTIAL
srlR	b2707	2829047	2829820	DNA-binding transcriptional repressor SrlR	PARTIAL
ysgA	b3830	4015354	4016169	putative dienelactone hydrolase	PARTIAL
insB9	b4710	257923	258426	IS1 transposase B	PARTIAL
yicU	b4797	3838642	3838701	protein YicU	UNCHARACTERIZED
yceM	b1068	1126806	1127729	putative oxidoreductase YceM	PARTIAL
yfdS	b2362	2475511	2475873	CPS-53 (KpLE1) prophage; protein YfdS	PARTIAL
paoD	b0283	297770	298726	molybdenum cofactor insertion chaperone PaoD	PARTIAL
recG	b3652	3825210	3827291	ATP-dependent DNA helicase RecG	WELL-CHARACTERIZED
dps	b0812	848408	848911	DNA protection during starvation protein	WELL-CHARACTERIZED
cydH	b4602	1737456	1737545	cytochrome <i>bd</i>-I accessory subunit CydH	PARTIAL
b3004	b3004	3150722	3150967		
rbsB	b3751	3936278	3937168	ribose ABC transporter periplasmic binding protein	WELL-CHARACTERIZED
ybeZ	b0660	692338	693378	PhoH-like protein	UNCHARACTERIZED
mdtK	b1663	1743457	1744830	multidrug efflux pump MdtK	WELL-CHARACTERIZED
nfo	b2159	2250840	2251697	endonuclease IV	WELL-CHARACTERIZED
pspD	b1307	1369393	1369614	phage shock protein D	PARTIAL
ybaL	b0478	501562	503238	putative transporter YbaL	PARTIAL
mutY	b2961	3103013	3104065	adenine DNA glycosylase	PARTIAL
insD1	b0361	381674	382579	IS2 element protein	UNCHARACTERIZED
ykiB	b0370	389897	390115		
yldA	b4734	643330	643419	protein YldA	UNCHARACTERIZED
argZ	b2692	2818059	2818135	tRNA-Arg(ACG)	WELL-CHARACTERIZED
glmZ	b4456	3986432	3986603	small regulatory RNA GlmZ	WELL-CHARACTERIZED
msbA	b0914	966621	968369	ATP-binding lipopolysaccharide transport protein	WELL-CHARACTERIZED
yecF	b1915	1995818	1996042	DUF2594 domain-containing protein YecF	UNCHARACTERIZED
yadG	b0127	142779	143705	putative ABC transporter ATP-binding protein YadG	PARTIAL
wzxE	b3792	3976278	3977528	lipid III<sub>ECA</sub> flippase	WELL-CHARACTERIZED
gspI	b3330	3461974	3462351	type II secretion system minor pseudopilin GspI	WELL-CHARACTERIZED
gltK	b0653	685255	685929	glutamate/aspartate ABC transporter membrane subunit GltK	PARTIAL
yqfB	b2900	3043312	3043623	<i>N</i><sup>4</sup>-acetylcytidine amidohydrolase	WELL-CHARACTERIZED
solA	b1059	1119468	1120586	N-methyl-L-tryptophan oxidase	WELL-CHARACTERIZED
cybB	b1418	1490902	1491432	superoxide oxidase	WELL-CHARACTERIZED
yehW	b2128	2215745	2216476	glycine betaine ABC transporter membrane subunit YehW	WELL-CHARACTERIZED
glnG	b3868	4053869	4055278	DNA-binding transcriptional dual regulator NtrC	WELL-CHARACTERIZED
insEF3		566842	568004	IS3 element transposase	PARTIAL
thrP	b3795	3980887	3982272	threonine/serine:H<sup>+</sup> symporter ThrP	WELL-CHARACTERIZED
yehH	b4499	2197410	2200269		
ygcQ	b2769	2894919	2895779	putative flavoprotein	PARTIAL
thiF	b3992	4192821	4193576	sulfur carrier protein ThiS adenylyltransferase	WELL-CHARACTERIZED
yggE	b2922	3067340	3068080	DUF541 domain-containing protein YggE	UNCHARACTERIZED
hfq	b4172	4400288	4400596	RNA-binding protein Hfq	WELL-CHARACTERIZED
ppk	b2501	2623044	2625110	polyphosphate kinase	WELL-CHARACTERIZED
ddpX	b1488	1562495	1563076	D-alanyl-D-alanine dipeptidase	PARTIAL
yobD	b1820	1904801	1905259	DUF986 domain-containing inner membrane protein YobD	UNCHARACTERIZED
ptsI	b2416	2534066	2535793	PTS enzyme I	PARTIAL
ynfQ	b4724	1638256	1638444	Qin prophage; protein YnfQ	UNCHARACTERIZED
ttcA	b1344	1411013	1411948	tRNA cytosine<sup>32</sup> 2-sulfurtransferase TtcA	WELL-CHARACTERIZED
ycjY	b1327	1390933	1391853	putative hydrolase YcjY	PARTIAL
gatB	b2093	2174282	2174566	galactitol-specific PTS enzyme IIB component	WELL-CHARACTERIZED
tnaA	b3708	3888730	3890145	tryptophanase	WELL-CHARACTERIZED
sufA	b1684	1764018	1764386	iron-sulfur cluster insertion protein SufA	WELL-CHARACTERIZED
rplP	b3313	3448759	3449169	50S ribosomal subunit protein L16	WELL-CHARACTERIZED
patZ	b2584	2719953	2722613	peptidyl-lysine <i>N</i>-acetyltransferase	WELL-CHARACTERIZED
pck	b3403	3532818	3534440	phosphoenolpyruvate carboxykinase (ATP)	WELL-CHARACTERIZED
glmM	b3176	3322733	3324070	phosphoglucosamine mutase	WELL-CHARACTERIZED
yceJ	b1057	1118480	1119046	putative cytochrome b561 YceJ	PARTIAL
3'ETS-<i>leuZ</i>	b4759	1991748	1991814	small regulatory RNA 3'ETS<sup><i>leuZ</i></sup>	WELL-CHARACTERIZED
setC	b3659	3836953	3838137	putative exporter SetC	PARTIAL
yddG	b1473	1546288	1547169	amino acid exporter YddG	WELL-CHARACTERIZED
yjjG	b4374	4608646	4609323	pyrimidine 5'-nucleotidase YjjG	WELL-CHARACTERIZED
cspE	b0623	657292	657501	transcription antiterminator and regulator of RNA stability CspE	WELL-CHARACTERIZED
yadI	b0129	144577	145017	putative PTS enzyme IIA component YadI	PARTIAL
glgC	b3430	3568033	3569328	glucose-1-phosphate adenylyltransferase	WELL-CHARACTERIZED
infC	b1718	1800096	1800638	translation initiation factor IF-3	WELL-CHARACTERIZED
casE	b2756	2879788	2880387	pre-CRISPR RNA endonuclease	WELL-CHARACTERIZED
pnp	b3164	3309033	3311168	polynucleotide phosphorylase	WELL-CHARACTERIZED
feaR	b1384	1446378	1447283	DNA-binding transcriptional activator FeaR	WELL-CHARACTERIZED
epmA	b4155	4382643	4383620	EF-P-lysine lysyltransferase	WELL-CHARACTERIZED
ybgS	b0753	784937	785317	PF13985 family protein YbgS	PARTIAL
ymjE	b4742	1359177	1359341	protein YmjE	UNCHARACTERIZED
wcaD	b2056	2129661	2130878	colanic acid polymerase	WELL-CHARACTERIZED
madA	b3888	4077449	4078438	malonyl-ACP decarboxylase	PARTIAL
mdfA	b0842	883673	884905	multidrug efflux pump MdfA / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter	WELL-CHARACTERIZED
yghU	b2989	3138727	3139593	disulfide reductase / organic hydroperoxide reductase	PARTIAL
yoaH	b1811	1894552	1894731	UFP0181 family protein YoaH	UNCHARACTERIZED
gatC	b2092	2172921	2174278	galactitol-specific PTS enzyme IIC component	
yjgR	b4263	4488561	4490063	DUF853 domain-containing protein YjgR	UNCHARACTERIZED
nirB	b3365	3494011	3496554	nitrite reductase (NADH) large subunit	WELL-CHARACTERIZED
xisD	b4633	565858	566079	excisionase	
yigI	b3820	4004230	4004697	acyl-CoA thioesterase YigI	WELL-CHARACTERIZED
yhdV	b3267	3418390	3418611	lipoprotein YhdV	PARTIAL
yicI	b3656	3832219	3834537	&alpha;-D-xyloside xylohydrolase	PARTIAL
bcr	b2182	2278570	2279760	multidrug efflux pump Bcr	WELL-CHARACTERIZED
yeeZ	b2016	2088304	2089128	putative epimerase YeeZ	PARTIAL
yfcE	b2300	2419234	2419788	phosphodiesterase YfcE	PARTIAL
iaaA	b0828	866568	867533	&beta; cleavage product of IaaA // &alpha; cleavage product of IaaA // isoaspartyl dipeptidase proenzyme	WELL-CHARACTERIZED
intQ	b1579	1651512	1652708	Qin prophage; putative defective integrase	
tdcF	b3113	3259721	3260110	putative enamine/imine deaminase	PARTIAL
recO	b2565	2701741	2702469	recombination mediator protein RecO	PARTIAL
nfi	b3998	4198790	4199461	endonuclease V	WELL-CHARACTERIZED
rimJ	b1066	1125562	1126146	ribosomal-protein-S5-alanine N-acetyltransferase	WELL-CHARACTERIZED
nikD	b3479	3617015	3617779	Ni(2+) ABC transporter ATP binding subunit NikD	WELL-CHARACTERIZED
ydhY	b1674	1753851	1754477	putative 4Fe-4S ferredoxin-like protein YdhY	PARTIAL
uhpB	b3668	3848634	3850136	UhpB-<i>N</i>-phospho-L-histidine // sensor histidine kinase UhpB	WELL-CHARACTERIZED
nemR	b1649	1726023	1726622	DNA-binding transcriptional repressor NemR	WELL-CHARACTERIZED
yghB	b3009	3153563	3154222	DedA family protein YghB	WELL-CHARACTERIZED
elfG	b0941	1001807	1002877	putative fimbrial-like adhesin protein	PARTIAL
araF	b1901	1985139	1986128	arabinose ABC transporter periplasmic binding protein	WELL-CHARACTERIZED
sraB	b4418	1146589	1146757	small RNA SraB	UNCHARACTERIZED
cybC	b4236	4459488	4459855		
sdaC	b2796	2928229	2929518	L-serine:H+ symporter	WELL-CHARACTERIZED
yhhT	b3474	3611865	3612914	putative transporter YhhT	PARTIAL
mlaC	b3192	3337256	3337891	intermembrane phospholipid transport system - periplasmic binding protein	PARTIAL
livG	b3455	3593439	3594206	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG	WELL-CHARACTERIZED
ymfL	b1147	1203268	1203825	e14 prophage; uncharacterized protein YmfL	UNCHARACTERIZED
lsrA	b1513	1601490	1603025	Autoinducer-2 ABC transporter ATP binding subunit	PARTIAL
ydhJ	b1644	1721264	1722121	putative membrane fusion protein YdhJ	PARTIAL
yjbR	b4057	4270658	4271014	PF04237 family protein YjbR	UNCHARACTERIZED
cusF	b0573	597131	597463	copper/silver export system periplasmic binding protein	WELL-CHARACTERIZED
hemC	b3805	3989825	3990766	hydroxymethylbilane synthase	WELL-CHARACTERIZED
mmuP	b0260	275325	276728	CP4-6 prophage; <i>S</i>-methyl-L-methionine transporter	WELL-CHARACTERIZED
proB	b0242	260388	261491	glutamate 5-kinase	WELL-CHARACTERIZED
gntT	b3415	3546559	3547875	high-affinity gluconate transporter	WELL-CHARACTERIZED
ysaE	b4793	3720400	3720471	protein YsaE	UNCHARACTERIZED
mrr	b4351	4586949	4587863	Type IV methyl-directed restriction enzyme EcoKMrr	WELL-CHARACTERIZED
sgcB	b4565	4530255	4530533	putative PTS enzyme IIB component SgcB	PARTIAL
ydjO	b1730	1812329	1813132	protein YdjO	UNCHARACTERIZED
pdxI	b1406	1474221	1475081	pyridoxal reductase	WELL-CHARACTERIZED
folA	b0048	49823	50302	dihydrofolate reductase	WELL-CHARACTERIZED
dinB	b0231	250898	251953	DNA polymerase IV	WELL-CHARACTERIZED
rutB	b1011	1072171	1072863	ureidoacrylate amidohydrolase	WELL-CHARACTERIZED
nemA	b1650	1726659	1727756	<i>N</i>-ethylmaleimide reductase	WELL-CHARACTERIZED
kefG	b3351	3480607	3481161	glutathione-regulated potassium-efflux system ancillary protein KefG	PARTIAL
frdA	b4154	4380510	4382318	fumarate reductase flavoprotein subunit	WELL-CHARACTERIZED
map	b0168	188712	189506	methionine aminopeptidase	PARTIAL
dhaK	b1200	1249768	1250838	dihydroxyacetone kinase subunit K	WELL-CHARACTERIZED
rplD	b3319	3451681	3452286	50S ribosomal subunit protein L4	WELL-CHARACTERIZED
trkG	b1363	1423782	1425239	Rac prophage; Na<sup>+</sup>-dependent K<sup>+</sup> transporter TrkG	WELL-CHARACTERIZED
rpsS	b3316	3450248	3450526	30S ribosomal subunit protein S19	WELL-CHARACTERIZED
ydcU	b1442	1513831	1514772	putative ABC transporter membrane subunit YdcU	PARTIAL
ygcS	b2771	2896533	2897870	putative transporter YgcS	PARTIAL
ycaD	b0898	945871	947019	putative transporter YcaD	PARTIAL
tktA	b2935	3079644	3081635	transketolase 1	WELL-CHARACTERIZED
sieB	b1353	1418671	1419159	Rac prophage; phage superinfection exclusion protein	PARTIAL
mtlR	b3601	3775572	3776159	transcriptional repressor MtlR	PARTIAL
csrD	b3252	3401392	3403332	regulator of CsrB and CsrC decay	PARTIAL
rnpB	b3123	3270216	3270592	RNase P catalytic RNA component	WELL-CHARACTERIZED
uvrD	b3813	3997983	4000145	DNA helicase II	WELL-CHARACTERIZED
hrpB	b0148	162105	164534	RNA-dependent NTPase HrpB	PARTIAL
nuoA	b2288	2404629	2405072	NADH:quinone oxidoreductase subunit A	WELL-CHARACTERIZED
yccJ	b1003	1066864	1067091	PF13993 family protein YccJ	UNCHARACTERIZED
ylcH	b4588	572368	572469	DLP12 prophage; uncharacterized protein YlcH	UNCHARACTERIZED
allZ	b4831	533629	533863	small RNA AllZ	PARTIAL
argF	b0273	289301	290305	CP4-6 prophage; ornithine carbamoyltransferase ArgF	WELL-CHARACTERIZED
ytiB	b4767	391592	391648	protein YtiB	UNCHARACTERIZED
ryeG		2470472	2470665	small RNA RyeG	PARTIAL
lptA	b3200	3343380	3343937	lipopolysaccharide transport system protein LptA	WELL-CHARACTERIZED
atoE	b2223	2324756	2326078	short chain fatty acid transporter	PARTIAL
yqiG	b3046			putative outer membrane usher protein YqiG	
pyrR	b2381	2500383	2501117	DNA-binding transcriptional dual regulator PyrR-phosphorylated // DNA-binding transcriptional activator PyrR	WELL-CHARACTERIZED
b4247	b4247	4472513	4472845		
marB	b1532	1619989	1620207	multiple antibiotic resistance protein MarB	PARTIAL
ydeS	b1504	1588309	1588839	putative fimbrial protein YdeS	PARTIAL
dedA	b2317	2434082	2434741	DedA family protein DedA	PARTIAL
bcsZ	b3531	3689155	3690261	endo-1,4-D-glucanase	PARTIAL
rlpA	b0633	664102	665190	rare lipoprotein RlpA	PARTIAL
modC	b0765	796554	797612	molybdate ABC transporter ATP binding subunit	WELL-CHARACTERIZED
ariR	b1166	1216369	1216635	putative two-component system connector protein AriR	WELL-CHARACTERIZED
cueR	b0487	513993	514400	DNA-binding transcriptional dual regulator CueR	WELL-CHARACTERIZED
yeaL	b1789	1874352	1874798	DUF441 domain-containing inner membrane protein YeaL	UNCHARACTERIZED
ilvH	b0078	87357	87848	acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit	WELL-CHARACTERIZED
ymgG	b1172	1222644	1222988	PF13436 family protein YmgG	UNCHARACTERIZED
mdtD	b2077	2161464	2162879	putative multidrug efflux pump MdtD	PARTIAL
rhaB	b3904	4095979	4097448	rhamnulokinase	WELL-CHARACTERIZED
rdlC	b4424	1270393	1270460	putative antisense regulatory RNA RdlC	PARTIAL
nagA	b0677	701603	702751	<i>N</i>-acetylglucosamine-6-phosphate deacetylase	WELL-CHARACTERIZED
cysK	b2414	2532409	2533380	cysteine synthase A	WELL-CHARACTERIZED
yibN	b3611	3784584	3785015	putative sulfurtransferase YibN	PARTIAL
dhaM	b1198	1247696	1249114	dihydroxyacetone kinase subunit M	WELL-CHARACTERIZED
yriB	b4792	3640643	3640696	protein YriB	UNCHARACTERIZED
ygcU	b4463	2897964	2899418	putative FAD-containing dehydrogenase	PARTIAL
yfhH	b2561	2698759	2699607	putative DNA-binding transcriptional regulator YfhH	PARTIAL
smrB	b2331	2448606	2449157	ribosome rescue factor SmrB	WELL-CHARACTERIZED
ybiI	b0803	838190	838456	zinc finger domain-containing protein YbiI	UNCHARACTERIZED
udp	b3831	4016431	4017192	uridine phosphorylase	WELL-CHARACTERIZED
yaaI	b0013	11382	11786	DUF2541 domain-containing protein YaaI	UNCHARACTERIZED
yehI	b2118	2200279	2203911	DUF4132 domain-containing protein YehI	UNCHARACTERIZED
hisD	b2020	2091097	2092401	histidinal/histidinol dehydrogenase	WELL-CHARACTERIZED
ugd	b2028	2098447	2099613	UDP-glucose 6-dehydrogenase	WELL-CHARACTERIZED
miaA	b4171	4399252	4400202	tRNA dimethylallyltransferase	WELL-CHARACTERIZED
nagZ	b1107	1164095	1165120	&beta;-<i>N</i>-acetylglucosaminidase	WELL-CHARACTERIZED
yaaX	b0005	5234	5530	DUF2502 domain-containing protein YaaX	UNCHARACTERIZED
galU	b1236	1291457	1292365	UTP&mdash;glucose-1-phosphate uridylyltransferase	WELL-CHARACTERIZED
kdpE	b0694	721056	721733	KdpE-Phosphorylated // DNA-binding transcriptional dual regulator KdpE	WELL-CHARACTERIZED
yjiH	b4330	4559997	4560680	uncharacterized protein YjiH	UNCHARACTERIZED
lysO	b0874	913958	914857	L-lysine/thialysine exporter	WELL-CHARACTERIZED
codA	b0337	356171	357454	cytosine/isoguanine deaminase	WELL-CHARACTERIZED
epmC	b2326	2444203	2444751	EF-P-Lys34 hydroxylase	WELL-CHARACTERIZED
astC	b1748	1830762	1831982	succinylornithine transaminase	WELL-CHARACTERIZED
ydeR	b1503	1587793	1588296	putative fimbrial protein YdeR	PARTIAL
grxA	b0849	890496	890753	oxidized glutaredoxin 1 // reduced glutaredoxin 1	WELL-CHARACTERIZED
hybC	b2994	3141286	3142989	hydrogenase 2 large subunit	WELL-CHARACTERIZED
yagF	b0269	283201	285168	CP4-6 prophage; D-xylonate dehydratase	WELL-CHARACTERIZED
yagP	b0282	297381	297791	putative LysR family substrate binding domain-containing protein YagP	PARTIAL
idnR	b4264	4490141	4491139	DNA-binding transcriptional dual regulator IdnR	PARTIAL
valW	b1666	1746516	1746592	tRNA-Val(GAC)	WELL-CHARACTERIZED
tauB	b0366	386207	386974	taurine ABC transporter ATP binding subunit	WELL-CHARACTERIZED
nupC	b2393	2513042	2514244	nucleoside:H<sup>+</sup> symporter NupC	WELL-CHARACTERIZED
cheB	b1883	1967452	1968501	CheB-P<SUP>asp</SUP> // protein-glutamate methylesterase/protein glutamine deamidase	WELL-CHARACTERIZED
ssuC	b0934	994041	994832	aliphatic sulfonate ABC transporter membrane subunit	WELL-CHARACTERIZED
alaE	b2670	2799164	2799613	L-alanine exporter	WELL-CHARACTERIZED
mocA	b2877	3015160	3015738	molybdenum cofactor cytidylyltransferase	WELL-CHARACTERIZED
yafY	b0251	266110	266553	CP4-6 prophage; inner membrane lipoprotein YafY	PARTIAL
tabA	b4252	4474862	4475314	DUF386 domain-containing toxin-antitoxin biofilm protein TabA	PARTIAL
carA	b0032	29651	30799	carbamoyl-phosphate synthetase small subunit	WELL-CHARACTERIZED
fetA	b0490	515919	516596	putative iron ABC exporter ATP-binding subunit FetA	PARTIAL
fabR	b3963	4161067	4161771	DNA-binding transcriptional repressor FabR	WELL-CHARACTERIZED
ddpD	b1484	1558031	1559017	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD	PARTIAL
ybbY	b0513	540565	541866	putative purine transporter	PARTIAL
ralA	b4714	1413556	1413734	Rac prophage; small regulatory RNA antitoxin RalA	PARTIAL
yhaK	b3106	3254319	3255020	bicupin-related protein	UNCHARACTERIZED
ycaC	b0897	944931	945557	putative hydrolase YcaC	PARTIAL
yfdO	b2358	2472878	2473246	CPS-53 (KpLE1) prophage; protein YdfO	PARTIAL
yfhL	b2562	2699663	2699923	putative 4Fe-4S cluster-containing protein YfhL	PARTIAL
mdtM	b4337	4567287	4568519	multidrug efflux pump / bile salt:H<sup>+</sup> antiporter / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter	WELL-CHARACTERIZED
mutT	b0099	111044	111433	8-oxo-dGTP diphosphatase	WELL-CHARACTERIZED
obgE	b3183	3330582	3331754	GTPase ObgE	WELL-CHARACTERIZED
elyC	b0920	972622	973401	envelope biogenesis factor	PARTIAL
insH8	b2192	2289065	2290045	IS<i>5</i> transposase and trans-activator	PARTIAL
ycjG	b1325	1388930	1389895	L-Ala-D/L-Glu epimerase	WELL-CHARACTERIZED
ytiC	b4720	4556574	4556675	protein YtiC	UNCHARACTERIZED
yjbT	b4620	4239777	4240055	PF17089 family protein YjbT	UNCHARACTERIZED
